subjectID,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,Left-Cerebral-White-Matter,CSF,Left-Accumbens-area,Left-VentralDC,Left-Cerebral-Cortex,Left-choroid-plexus,Left-Lateral-Ventricle,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Left-Inf-Lat-Vent,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-choroid-plexus,Left-Cerebellum-White-Matter,WM-hypointensities,Left-Cerebellum-Cortex
sub-0026017,0.9692698054694108,0.9497867657174301,0.9600155279503105,0.9405602368480984,0.9692908989391401,0.9429540548874499,0.9760099698826462,0.9372178026230918,0.9312080536912751,0.95865122275412,0.9144119271120927,0.9132947976878613,0.9616968698517299,0.9501206922542931,0.7635869565217391,0.9490701606086221,0.9570746711076759,0.946248765948997,0.9455555555555556,0.8846153846153846,0.9449259979951649,0.966577949834664,0.9410836721072751,0.8611632270168855,0.9562674094707521,0.9645546741640727,0.9573755858067395,0.9414628982745845,0.9534380075798592,0.9038311180609852,0.9439495980882033,0.8268268268268268,0.947719269951348,0.8061919504643963,0.9631333764521913
sub-0026055,0.9751846940708467,0.9422036399409739,0.9554802259887005,0.9399010134338911,0.948432760364004,0.8951890034364262,0.9567754484547223,0.9469246567938602,0.9290123456790124,0.9769762005723455,0.8986876640419947,0.8707482993197279,0.955450673420053,0.9398266066575983,0.7927063339731286,0.9468329177057356,0.973548032348294,0.9342028615306978,0.952546178181447,0.8596685082872928,0.938867819491319,0.9586625443719226,0.9628501827040195,0.8078817733990148,0.9519209166479443,0.9573050164774808,0.9355307804168687,0.9462838620050937,0.9268568201073143,0.8794826572604351,0.9429604572495043,0.7485943775100402,0.9527784167460813,0.7125636217519421,0.9608197139697333
sub-0025930,0.9603840077773728,0.9438600937777215,0.9590695997115037,0.9210526315789473,0.9605712511642347,0.9410706252811516,0.9756752523105153,0.9441113904467221,0.9182242990654206,0.962173633935388,0.8842213114754098,0.8823903369357915,0.9408175716900549,0.940580910636614,0.8036845135290731,0.979378752283999,0.9641841558222594,0.9481097096504607,0.9706643658326143,0.8151658767772512,0.9604021263515713,0.974449011977817,0.9617331920405039,0.7214854111405835,0.9379173880781598,0.9613259668508287,0.9142448785135779,0.9578795180722891,0.9391509433962264,0.878122634367903,0.9428632570083458,0.8002238388360381,0.9554586937274399,0.6810551558752997,0.9684681238151105
sub-0025993,0.9691278319051532,0.9366910523353967,0.9640322386623361,0.9642857142857143,0.9504132231404959,0.9677704194260486,0.9838894622176356,0.9485446985446986,0.9492044063647491,0.9753993458785609,0.9399707174231332,0.8638392857142857,0.9687814702920443,0.9716936181798734,0.7801418439716312,0.9338112305854241,0.9755143222197675,0.9721769617824614,0.9252537680713626,0.7974137931034483,0.9718955246677867,0.9756708407871199,0.9802931395492056,0.8582677165354331,0.9471312706518474,0.9744334040415318,0.9671068427370948,0.9549143372407575,0.9598427408031451,0.9426877470355731,0.9642857142857143,0.7938342967244701,0.9667662000232675,0.8210340256296951,0.9809421793755997
sub-0027191,0.956501619620546,0.9464166999069272,0.9554475829696121,0.9312022237665045,0.9463976945244956,0.9414348462664714,0.982457741177544,0.9380102812216511,0.9382990550305725,0.9536110056665645,0.9187096774193548,0.9217110573042776,0.9496173469387755,0.9521873752152026,0.6841294298921418,0.9522109022161538,0.9530553684618437,0.9536218834516912,0.9544726607183711,0.5859375,0.930300754568537,0.9631360480247723,0.9634536574411946,0.7540453074433657,0.9485908511542275,0.9418854928971158,0.9115712545676005,0.9408525392616766,0.9317889317889317,0.8710359408033826,0.9427524856096284,0.7257683215130024,0.936385936222404,0.8310077519379845,0.9672477353142772
sub-0025598,0.9660270525322429,0.9501983252534156,0.957293618700069,0.9432167832167833,0.9444738233738763,0.9279448621553885,0.9791889824024483,0.9327270607438498,0.8841577958672511,0.9757571362966185,0.8892589508742714,0.9104602510460251,0.95090243594598,0.9557354118887025,0.7420886075949367,0.962333099086437,0.9617174183443129,0.9341664066948382,0.9603142788422994,0.7628571428571429,0.9707382325892484,0.9773099004357992,0.9600890207715134,0.8407258064516129,0.9685993865926683,0.9553124041313018,0.9380733944954128,0.9415204678362573,0.9034090909090909,0.9342442356959864,0.9314379167190842,0.7318840579710145,0.9689278257665698,0.8479373682625715,0.974787182128721
sub-0025555,0.9665077015841693,0.9453032104637337,0.9606299212598425,0.9446351931330472,0.9451395572666025,0.953198127925117,0.9786239295106656,0.9401974925108177,0.9270906126252039,0.9703280217329603,0.9393939393939394,0.8842443729903537,0.9188722048179756,0.9573217221414786,0.72,0.9594605069374467,0.9689127256599372,0.9572912275771627,0.9391058581706063,0.9230769230769231,0.9391837284482759,0.9655465759251383,0.9539911308203991,0.8716707021791767,0.9431805190350977,0.9626370109608768,0.9356316823041676,0.95864262990456,0.941846665084263,0.8929663608562691,0.9305064782096584,0.7457627118644068,0.9544256604743845,0.7534675615212528,0.9706951419996078
sub-0025531,0.9501970227670753,0.94267364414843,0.9616889468536028,0.9223726114649682,0.9475285171102662,0.9654561558901683,0.9800847075786249,0.9421487603305785,0.924776680771039,0.9663695100273575,0.8914185639229422,0.906888720666162,0.9496509414004655,0.9480302994324793,0.7163958641063516,0.9492562506593523,0.9573589335005984,0.9402944804794783,0.958235699517574,0.7681159420289855,0.9480473232303248,0.9758865887941791,0.9575776365421381,0.7541345093715546,0.9481787889233597,0.9480366799905948,0.883289124668435,0.9348741377765833,0.8976550515012054,0.9183098591549296,0.9384889240506329,0.7704447632711621,0.9554838485826307,0.7662178702570379,0.9708986731001207
sub-0025248,0.9465307137527978,0.9430992736077481,0.9553547463541201,0.9378739070409572,0.9202279202279202,0.950354609929078,0.9691642406941579,0.9432562739522808,0.8992058643860721,0.9506288571205375,0.8298027757487217,0.8664440734557596,0.9479843953185956,0.9515175942117546,0.7198275862068966,0.8947837717342845,0.9545478010199507,0.9560468435736067,0.8903691368304191,0.9277845777233782,0.9424093395229122,0.9681900702502171,0.9197061803444783,0.8137651821862348,0.9371214306316701,0.9390070921985816,0.8536025699862322,0.9482396541074738,0.934199837530463,0.8949416342412452,0.9190587655537761,0.7521367521367521,0.9481975967957277,0.7385524372230429,0.9694395644703566
sub-0027214,0.973548730694124,0.9659190212642004,0.9480938090474602,0.9447463768115942,0.9692307692307692,0.9575230296827022,0.9758103669855777,0.9400715563506261,0.9338983050847458,0.9577719408318003,0.9198703103288559,0.9020771513353115,0.9451243584682195,0.9560653195159735,0.7341389728096677,0.9665134602757715,0.9581681762802313,0.9629695289287259,0.9655797101449275,0.8964451313755796,0.9534551684751571,0.9766335769608377,0.9700803339869695,0.3815028901734104,0.96152741889176,0.9599918350683813,0.9357122628150666,0.9431903284476303,0.9574140584915342,0.9238578680203046,0.9255663430420712,0.7909319899244333,0.9424606845513414,0.832708177044261,0.9704615253369732
sub-0025507,0.9493366244986116,0.9325892201498017,0.9681991640923133,0.9512922465208747,0.9646209386281589,0.9446749654218534,0.9830105424472217,0.9526768642447419,0.9413713150049685,0.9739899927682114,0.9446022727272727,0.9130028063610851,0.9520673252835712,0.9623727500631071,0.7674208144796381,0.9587185551494303,0.9720621694294241,0.9605577743496166,0.9359016937894388,0.8976377952755905,0.9634631788456071,0.9728399816009328,0.9690262825524749,0.8359375,0.952502481213668,0.9529390871958799,0.9286721172822103,0.9619649457493741,0.9657492354740062,0.9193976970770593,0.9548992956876313,0.7549019607843137,0.9538676607642125,0.8039513677811551,0.9654276728884691
sub-0027236,0.9839712136081126,0.9830879669059497,0.9809245574841038,0.9711099847947289,0.9454042847270214,0.975103734439834,0.9877216180478722,0.956955252918288,0.9421348314606741,0.9831900113913024,0.9602272727272727,0.9430284857571214,0.9593367548361627,0.9621902173049104,0.8482697426796806,0.9692631578947368,0.981160583809919,0.9612007883964219,0.9685626911314985,0.8066115702479338,0.9825872624632265,0.9816601250765417,0.9802614379084967,0.8940092165898618,0.9753392330383481,0.9793196589853972,0.9787697332607512,0.9584627775860085,0.9477655252466628,0.9387755102040817,0.9537436783027013,0.8328958880139983,0.9716963017012942,0.8239720505240526,0.9769007635068929
sub-0025406,0.9678083198588858,0.9684904416611734,0.9676604836360105,0.9471766848816029,0.9641198818066695,0.9606396063960639,0.9803756214972154,0.944401092469762,0.9470864032150034,0.9669002748817513,0.9191530317613089,0.926829268292683,0.9680851063829787,0.9431010302138343,0.7828054298642534,0.9787095461021779,0.9633621775176541,0.9430335659216755,0.978715702599001,0.6759776536312849,0.9475577213133775,0.9672008853547567,0.9574778631896468,0.8856209150326797,0.9544733308922251,0.9541266418349343,0.9478487614080835,0.9323412698412699,0.9408983451536643,0.9038461538461539,0.9535123966942148,0.8230547550432277,0.9493280656071353,0.8356282271944923,0.9701632152764338
sub-0027174,0.9549424489559836,0.9391540934949295,0.9426393902928198,0.9205468595205072,0.9621942179392142,0.9234899328859061,0.9745740030332768,0.9367088607594937,0.9277232834279814,0.9288673686233655,0.8666666666666667,0.8978278358809332,0.9456420835482208,0.929488690090891,0.6950732356857523,0.9416971329613238,0.910357402738057,0.9134702573535575,0.9327696432254073,0.6361556064073226,0.9344066366704162,0.9628273238816761,0.9510682288077188,0.8066666666666666,0.8864935064935064,0.894282456426128,0.9033149171270718,0.9359706362153344,0.9446009389671362,0.8734082397003745,0.9369829435195588,0.5877466251298027,0.911639649216051,0.5857002938295789,0.9491590859735057
sub-0026196,0.9626300560241334,0.950979068197164,0.9598555126836877,0.9372269487238446,0.9499884766075133,0.8964874106310227,0.9407970183486238,0.9415075868820362,0.9019399415360085,0.9738399596201477,0.9221435793731041,0.8547008547008547,0.9417877213445022,0.9470857986332961,0.7647058823529411,0.9756843403205918,0.9759344504614654,0.945842011934249,0.9738394282145584,0.9049844236760125,0.9306665874171595,0.9425633848307047,0.965579129542978,0.9008766014834795,0.9521475557848574,0.9581951968949624,0.922854387656702,0.9463072539995617,0.8493008803728638,0.8908649959579629,0.9132460616818283,0.8088360237892949,0.9442226180969348,0.7255369928400954,0.9571086869858297
sub-0025350,0.9678963978670149,0.9672363121802547,0.9725516773974924,0.9611555729065001,0.9130087789305666,0.9675186368477103,0.9819895195737373,0.9198480911453129,0.9106628242074928,0.9763517298665173,0.9272908366533864,0.9117821195973949,0.9511937460384534,0.9488320720519938,0.7958115183246073,0.9666257275591392,0.9772191551692465,0.950755327916124,0.9800698361536395,0.9191489361702128,0.9596608972094666,0.963026014789594,0.9722380897977836,0.7837837837837838,0.9702782462057336,0.9685981956974323,0.9606884412282417,0.9390182441286161,0.9533129459734965,0.9051987767584098,0.9607066707279927,0.8329207920792079,0.9572459744586341,0.7309401709401709,0.9660943083761876
sub-2842950,0.9491898898250162,0.9507598784194529,0.9610979036092501,0.9415054765788861,0.9380260137719969,0.9465462533561142,0.9710312356954465,0.9396065483560324,0.8961228968544257,0.9574395211221591,0.9122085048010974,0.8856799037304453,0.9560975609756097,0.9476318303835479,0.8203716448726772,0.9640347250930137,0.9574638324758085,0.9481202037059262,0.9617753623188405,0.9004926108374385,0.7841390261115032,0.9374958263772954,0.9487985910177381,0.8896321070234113,0.9643383436486884,0.9605055292259084,0.9309512312892323,0.9460591445614925,0.9370729953254225,0.9382113821138212,0.9125955466932536,0.8299845440494591,0.9340837834775054,0.7056367432150313,0.9649367625238465
sub-0025604,0.9666052793124617,0.9429063452112862,0.9599856771998926,0.9254602604400539,0.9476716274603937,0.9683328971473436,0.9805874531608848,0.9416477211215762,0.8901159580342353,0.9701734083141963,0.892579138557343,0.9168684422921711,0.9435840707964602,0.9494293226623427,0.7174887892376681,0.9450031036623215,0.9707893305321603,0.9509791523482245,0.9422052192922531,0.8714810281517748,0.966317039382545,0.9660623046994002,0.9654674527734328,0.7047146401985112,0.9420190056466051,0.9600767085076709,0.9289871944121071,0.9533894111825829,0.9268779635637634,0.9025221540558964,0.9481720430107526,0.7154471544715447,0.9401511645842974,0.7560366361365529,0.9618203123633629
sub-0025362,0.9539069815836021,0.9552950526524936,0.9504756575265808,0.8970846505093081,0.9631877022653722,0.9304267161410018,0.9623536346828863,0.9384142593730793,0.8990291262135922,0.9464035881820426,0.8889679715302491,0.8856088560885609,0.9071592023537104,0.9309500718170323,0.7925033467202142,0.9827463651050081,0.9328080818808161,0.9247942084820313,0.9635954212797898,0.9200833912439194,0.9155856020464096,0.9563641911736659,0.9486856319769535,0.8531468531468531,0.8795830337886412,0.9474601593625498,0.898238747553816,0.9604973449035099,0.9399460188933874,0.7985524728588661,0.8993916705662143,0.7884536082474227,0.9264779768882934,0.8032432432432433,0.9540331723303515
sub-0026044,0.9767211490837048,0.9599251936948971,0.963371801304566,0.9195943498732343,0.9784394250513347,0.9791666666666666,0.9863270455364652,0.9561969439728353,0.9611197511664075,0.9627487316584136,0.9517753047164812,0.9365750528541226,0.9631152221080279,0.9549900368571168,0.8122137404580153,0.9644503636922447,0.9672289926458842,0.9600643160212686,0.9579605343792131,0.8853118712273642,0.9765823024249991,0.9867785448041854,0.9790089470061941,0.8322147651006712,0.9635223345705874,0.9759196799749,0.9620568111134149,0.9568397951719093,0.9637305699481865,0.9333333333333333,0.9731303179579042,0.8535178777393311,0.975500631427025,0.8706489041684572,0.9848481221724873
sub-0026175,0.9534060971019948,0.959737548464062,0.9506758359023002,0.9345622119815669,0.967741935483871,0.9604149604149604,0.9732552619085298,0.9283841589623293,0.9090322580645162,0.957896950065667,0.9028571428571428,0.8850457782299085,0.9435310936383131,0.9476661759092644,0.8177052999417589,0.9810428577569531,0.9602070070340014,0.9521014442770716,0.9767726842310477,0.8286334056399133,0.9549606017191977,0.973540632563482,0.965356664079588,0.7787356321839081,0.9682561879457419,0.9621746674378253,0.9282674772036474,0.9551969012265978,0.9285714285714286,0.9242590559824369,0.9205334815226451,0.8148984198645598,0.958710407239819,0.8197135636057288,0.9684990607518114
sub-0003002,0.9574027170158876,0.9546183818473527,0.9532072528758042,0.9032571706368497,0.9308909242298085,0.9199101796407185,0.9696434268325603,0.9467821782178217,0.9183477425552353,0.9719703647473338,0.89,0.9082047116165719,0.9337523570081709,0.9568926604676357,0.6215780998389694,0.966594568613314,0.9668691035483747,0.9516251608739321,0.9612299465240641,0.8929159802306426,0.9498054474708171,0.971808355243938,0.9611418584328576,0.6995073891625616,0.9564927857935627,0.958618693932671,0.9359870898332436,0.9488714877936435,0.9334126040428062,0.912751677852349,0.9435587105783777,0.6532951289398281,0.9459523728640826,0.7017189079878665,0.9648450776678517
